Error of Modflow file
No,date,STORAGE_IN,CONSTANT_HEAD_IN,DRAINS_IN,RECHARGE_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,DRAINS_OUT,RECHARGE_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
    1, 01/06/1995,      12944252.00000,             0.00000,             0.00000,     335083008.00000,     348027264.00000,      -1332673.00000,            -0.00000,    -346694592.00000,            -0.00000,    -348027264.00000,             0.00000,             0.00000
    1, 01/06/1995,      12397708.00000,             0.00000,             0.00000,     337998048.00000,     350395744.00000,      -2010825.00000,            -0.00000,    -348384864.00000,            -0.00000,    -350395680.00000,            64.00000,             0.00000
    1, 01/06/1995,      12989529.00000,             0.00000,             0.00000,     334375328.00000,     347364864.00000,      -1079920.25000,            -0.00000,    -346284800.00000,            -0.00000,    -347364736.00000,           128.00000,             0.00000
    1, 01/06/1995,      12662822.00000,             0.00000,             0.00000,     337490176.00000,     350152992.00000,      -1381757.87500,            -0.00000,    -348771200.00000,            -0.00000,    -350152960.00000,            32.00000,             0.00000
    1, 01/06/1995,      12215024.00000,             0.00000,             0.00000,     336689632.00000,     348904640.00000,      -2329721.50000,            -0.00000,    -346574816.00000,            -0.00000,    -348904544.00000,            96.00000,             0.00000
    1, 01/06/1995,      13113963.00000,             0.00000,             0.00000,     335869920.00000,     348983872.00000,       -863096.43750,            -0.00000,    -348120704.00000,            -0.00000,    -348983808.00000,            64.00000,             0.00000
    1, 01/06/1995,      12329516.00000,             0.00000,             0.00000,     334537280.00000,     346866784.00000,      -1082111.75000,            -0.00000,    -345784608.00000,            -0.00000,    -346866720.00000,            64.00000,             0.00000
    1, 01/06/1995,      11899786.00000,             0.00000,             0.00000,     339999136.00000,     351898912.00000,      -2635816.75000,            -0.00000,    -349263104.00000,            -0.00000,    -351898912.00000,             0.00000,             0.00000
    1, 01/06/1995,      13027445.00000,             0.00000,             0.00000,     333524384.00000,     346551840.00000,       -974470.06250,            -0.00000,    -345577216.00000,            -0.00000,    -346551680.00000,           160.00000,             0.00000
    1, 01/06/1995,      12574167.00000,             0.00000,             0.00000,     335777440.00000,     348351616.00000,       -951707.81250,            -0.00000,    -347399808.00000,            -0.00000,    -348351520.00000,            96.00000,             0.00000
    1, 01/06/1995,      11693137.00000,             0.00000,             0.00000,     337582816.00000,     349275968.00000,      -2529408.50000,            -0.00000,    -346749184.00000,            -0.00000,    -349278592.00000,         -2624.00000,            -0.00000
    1, 01/06/1995,      12819151.00000,             0.00000,             0.00000,     336343808.00000,     349162944.00000,      -1264844.62500,            -0.00000,    -347887808.00000,            -0.00000,    -349152640.00000,         10304.00000,             0.00000
    1, 01/06/1995,      12283279.00000,             0.00000,             0.00000,     334635200.00000,     346918464.00000,      -1237529.62500,            -0.00000,    -345684640.00000,            -0.00000,    -346922176.00000,         -3712.00000,            -0.00000
    1, 01/06/1995,      11781624.00000,             0.00000,             0.00000,     337929376.00000,     349711008.00000,      -1966513.12500,            -0.00000,    -347734976.00000,            -0.00000,    -349701504.00000,          9504.00000,             0.00000
    1, 01/06/1995,      12484659.00000,             0.00000,             0.00000,     333718912.00000,     346203584.00000,      -1059357.87500,            -0.00000,    -345146528.00000,            -0.00000,    -346205888.00000,         -2304.00000,            -0.00000
    1, 01/06/1995,      11945846.00000,             0.00000,             0.00000,     337789472.00000,     349735328.00000,      -1463402.50000,            -0.00000,    -348263040.00000,            -0.00000,    -349726432.00000,          8896.00000,             0.00000
    1, 01/06/1995,      11684445.00000,             0.00000,             0.00000,     336437504.00000,     348121952.00000,      -2275233.75000,            -0.00000,    -345838016.00000,            -0.00000,    -348113248.00000,          8704.00000,             0.00000
    1, 01/06/1995,      12574572.00000,             0.00000,             0.00000,     335341472.00000,     347916032.00000,       -839472.68750,            -0.00000,    -347068192.00000,            -0.00000,    -347907680.00000,          8352.00000,             0.00000
    1, 01/06/1995,      11806105.00000,             0.00000,             0.00000,     334683776.00000,     346489888.00000,      -1167462.75000,            -0.00000,    -345314272.00000,            -0.00000,    -346481728.00000,          8160.00000,             0.00000
    1, 01/06/1995,      11454928.00000,             0.00000,             0.00000,     338962880.00000,     350417792.00000,      -2549608.50000,            -0.00000,    -347860256.00000,            -0.00000,    -350409856.00000,          7936.00000,             0.00000
    1, 01/06/1995,      12463746.00000,             0.00000,             0.00000,     334168192.00000,     346631936.00000,      -1249834.62500,            -0.00000,    -350043232.00000,            -0.00000,    -351293056.00000,      -4661120.00000,            -1.34000
    1, 01/06/1995,      12151471.00000,             0.00000,             0.00000,     335049280.00000,     347200736.00000,       -963798.68750,            -0.00000,    -346238464.00000,            -0.00000,    -347202272.00000,         -1536.00000,            -0.00000
    1, 01/06/1995,      11142738.00000,             0.00000,             0.00000,     337300704.00000,     348443456.00000,      -2553483.00000,            -0.00000,    -345889984.00000,            -0.00000,    -348443456.00000,             0.00000,             0.00000
    1, 01/06/1995,      12325528.00000,             0.00000,             0.00000,     335792192.00000,     348117728.00000,      -1255417.75000,            -0.00000,    -346864960.00000,            -0.00000,    -348120384.00000,         -2656.00000,            -0.00000
    1, 01/06/1995,      11810894.00000,             0.00000,             0.00000,     334062176.00000,     345873056.00000,      -1258165.12500,            -0.00000,    -344604480.00000,            -0.00000,    -345862656.00000,         10400.00000,             0.00000
    1, 01/06/1995,      11192863.00000,             0.00000,             0.00000,     337250048.00000,     348442912.00000,      -1967629.50000,            -0.00000,    -346477696.00000,            -0.00000,    -348445312.00000,         -2400.00000,            -0.00000
    1, 01/06/1995,      11878680.00000,             0.00000,             0.00000,     333595456.00000,     345474144.00000,      -1067683.12500,            -0.00000,    -344396864.00000,            -0.00000,    -345464544.00000,          9600.00000,             0.00000
    1, 01/06/1995,      11591480.00000,             0.00000,             0.00000,     336783072.00000,     348374560.00000,      -1451305.12500,            -0.00000,    -346914016.00000,            -0.00000,    -348365312.00000,          9248.00000,             0.00000
    1, 01/06/1995,      11132236.00000,             0.00000,             0.00000,     337282400.00000,     348414624.00000,      -2587446.00000,            -0.00000,    -345818080.00000,            -0.00000,    -348405536.00000,          9088.00000,             0.00000
    1, 01/06/1995,      12357287.00000,             0.00000,             0.00000,     333930880.00000,     346288160.00000,       -804945.68750,            -0.00000,    -345474496.00000,            -0.00000,    -346279456.00000,          8704.00000,             0.00000
    1, 01/06/1995,      11250207.00000,             0.00000,             0.00000,     334322592.00000,     345572800.00000,      -1272836.25000,            -0.00000,    -344304256.00000,            -0.00000,    -345577088.00000,         -4288.00000,            -0.00000
    1, 01/06/1995,      10958191.00000,             0.00000,             0.00000,     338389632.00000,     349347808.00000,      -2610763.00000,            -0.00000,    -349405760.00000,            -0.00000,    -352016512.00000,      -2668704.00000,            -0.76000
    1, 01/06/1995,      11874544.00000,             0.00000,             0.00000,     334464512.00000,     346339072.00000,      -1308524.50000,            -0.00000,    -345017376.00000,            -0.00000,    -346325888.00000,         13184.00000,             0.00000
    1, 01/06/1995,      11710482.00000,             0.00000,             0.00000,     334878912.00000,     346589408.00000,       -937062.12500,            -0.00000,    -347524032.00000,            -0.00000,    -348461088.00000,      -1871680.00000,            -0.54000
    1, 01/06/1995,      10623295.00000,             0.00000,             0.00000,     336803424.00000,     347426720.00000,      -2457711.00000,            -0.00000,    -344958080.00000,            -0.00000,    -347415776.00000,         10944.00000,             0.00000
    1, 01/06/1995,      11796246.00000,             0.00000,             0.00000,     335261920.00000,     347058176.00000,      -1250322.12500,            -0.00000,    -348931328.00000,            -0.00000,    -350181664.00000,      -3123488.00000,            -0.90000
    1, 01/06/1995,      11233581.00000,             0.00000,             0.00000,     334099296.00000,     345332864.00000,      -1310634.87500,            -0.00000,    -344746560.00000,            -0.00000,    -346057184.00000,       -724320.00000,            -0.21000
    1, 01/06/1995,      10637665.00000,             0.00000,             0.00000,     338147136.00000,     348784800.00000,      -2124635.00000,            -0.00000,    -346672256.00000,            -0.00000,    -348796896.00000,        -12096.00000,            -0.00000
    1, 01/06/1995,      11491532.00000,             0.00000,             0.00000,     333601888.00000,     345093408.00000,      -1031483.75000,            -0.00000,    -344061792.00000,            -0.00000,    -345093280.00000,           128.00000,             0.00000
    1, 01/06/1995,      11071644.00000,             0.00000,             0.00000,     336731328.00000,     347802976.00000,      -1401965.87500,            -0.00000,    -346400992.00000,            -0.00000,    -347802944.00000,            32.00000,             0.00000
    1, 01/06/1995,      10628604.00000,             0.00000,             0.00000,     336232320.00000,     346860928.00000,      -2388337.50000,            -0.00000,    -344472544.00000,            -0.00000,    -346860896.00000,            32.00000,             0.00000
    1, 01/06/1995,      11764045.00000,             0.00000,             0.00000,     333909408.00000,     345673440.00000,       -807110.81250,            -0.00000,    -344866272.00000,            -0.00000,    -345673376.00000,            64.00000,             0.00000
    1, 01/06/1995,      10684555.00000,             0.00000,             0.00000,     335473984.00000,     346158528.00000,      -1480300.62500,            -0.00000,    -344678208.00000,            -0.00000,    -346158496.00000,            32.00000,             0.00000
    1, 01/06/1995,      10554676.00000,             0.00000,             0.00000,     338444000.00000,     348998688.00000,      -2573183.25000,            -0.00000,    -346427296.00000,            -0.00000,    -349000480.00000,         -1792.00000,            -0.00000
    1, 01/06/1995,      11470078.00000,             0.00000,             0.00000,     333275232.00000,     344745312.00000,      -1118517.37500,            -0.00000,    -347132576.00000,            -0.00000,    -348251104.00000,      -3505792.00000,            -1.01000
    1, 01/06/1995,      11129949.00000,             0.00000,             0.00000,     334522688.00000,     345652640.00000,       -941457.50000,            -0.00000,    -344708384.00000,            -0.00000,    -345649856.00000,          2784.00000,             0.00000
    1, 01/06/1995,      10144356.00000,             0.00000,             0.00000,     336472960.00000,     346617312.00000,      -2482295.75000,            -0.00000,    -344135040.00000,            -0.00000,    -346617344.00000,           -32.00000,            -0.00000
    1, 01/06/1995,      11065823.00000,             0.00000,             0.00000,     336647488.00000,     347713312.00000,      -1356939.62500,            -0.00000,    -346356352.00000,            -0.00000,    -347713280.00000,            32.00000,             0.00000
    1, 01/06/1995,      10827296.00000,             0.00000,             0.00000,     334136736.00000,     344964032.00000,      -1170548.50000,            -0.00000,    -343793408.00000,            -0.00000,    -344963968.00000,            64.00000,             0.00000
    1, 01/06/1995,      10245377.00000,             0.00000,             0.00000,     337191712.00000,     347437088.00000,      -1960854.00000,            -0.00000,    -345476192.00000,            -0.00000,    -347437056.00000,            32.00000,             0.00000
    1, 01/06/1995,      10953933.00000,             0.00000,             0.00000,     333400992.00000,     344354912.00000,      -1073534.25000,            -0.00000,    -343282336.00000,            -0.00000,    -344355872.00000,          -960.00000,            -0.00000
    1, 01/06/1995,      10645347.00000,             0.00000,             0.00000,     336194144.00000,     346839488.00000,      -1404596.00000,            -0.00000,    -345424544.00000,            -0.00000,    -346829152.00000,         10336.00000,             0.00000
    1, 01/06/1995,      10160385.00000,             0.00000,             0.00000,     337493568.00000,     347653952.00000,      -2681800.50000,            -0.00000,    -344974528.00000,            -0.00000,    -347656320.00000,         -2368.00000,            -0.00000
    1, 01/06/1995,      11413451.00000,             0.00000,             0.00000,     334043712.00000,     345457152.00000,       -808176.37500,            -0.00000,    -344639424.00000,            -0.00000,    -345447616.00000,          9536.00000,             0.00000
    1, 01/06/1995,      10314170.00000,             0.00000,             0.00000,     334447872.00000,     344762048.00000,      -1295065.00000,            -0.00000,    -343457920.00000,            -0.00000,    -344752992.00000,          9056.00000,             0.00000
    1, 01/06/1995,      10032557.00000,             0.00000,             0.00000,     338252480.00000,     348285024.00000,      -2583423.50000,            -0.00000,    -345692672.00000,            -0.00000,    -348276096.00000,          8928.00000,             0.00000
    1, 01/06/1995,      10973493.00000,             0.00000,             0.00000,     333102048.00000,     344075552.00000,      -1119839.37500,            -0.00000,    -342947200.00000,            -0.00000,    -344067040.00000,          8512.00000,             0.00000
    1, 01/06/1995,      10429928.00000,             0.00000,             0.00000,     335801536.00000,     346231456.00000,      -1045326.00000,            -0.00000,    -345177632.00000,            -0.00000,    -346222944.00000,          8512.00000,             0.00000
    1, 01/06/1995,       9727904.00000,             0.00000,             0.00000,     336732224.00000,     346460128.00000,      -2316950.00000,            -0.00000,    -344135008.00000,            -0.00000,    -346451968.00000,          8160.00000,             0.00000
    1, 01/06/1995,      10813087.00000,             0.00000,             0.00000,     336054176.00000,     346867264.00000,      -1258723.25000,            -0.00000,    -345600480.00000,            -0.00000,    -346859200.00000,          8064.00000,             0.00000
    1, 01/06/1995,      10402386.00000,             0.00000,             0.00000,     333745216.00000,     344147616.00000,      -1204584.50000,            -0.00000,    -342935232.00000,            -0.00000,    -344139808.00000,          7808.00000,             0.00000
    1, 01/06/1995,       9853228.00000,             0.00000,             0.00000,     336682784.00000,     346536000.00000,      -1995308.62500,            -0.00000,    -344532928.00000,            -0.00000,    -346528224.00000,          7776.00000,             0.00000
    1, 01/06/1995,      10435005.00000,             0.00000,             0.00000,     334720992.00000,     345156000.00000,      -1305627.25000,            -0.00000,    -347336832.00000,            -0.00000,    -348642464.00000,      -3486464.00000,            -1.01000
    1, 01/06/1995,      10339558.00000,             0.00000,             0.00000,     336605184.00000,     346944736.00000,      -1432973.37500,            -0.00000,    -345512864.00000,            -0.00000,    -346945824.00000,         -1088.00000,            -0.00000
    1, 01/06/1995,       9727456.00000,             0.00000,             0.00000,     336585568.00000,     346313024.00000,      -2476204.75000,            -0.00000,    -343836736.00000,            -0.00000,    -346312928.00000,            96.00000,             0.00000
    1, 01/06/1995,      10884491.00000,             0.00000,             0.00000,     333821536.00000,     344706016.00000,       -812123.81250,            -0.00000,    -343893856.00000,            -0.00000,    -344705984.00000,            32.00000,             0.00000
    1, 01/06/1995,       9857735.00000,             0.00000,             0.00000,     334369600.00000,     344227328.00000,      -1291206.12500,            -0.00000,    -342936096.00000,            -0.00000,    -344227296.00000,            32.00000,             0.00000
    1, 01/06/1995,       9513692.00000,             0.00000,             0.00000,     339333568.00000,     348847264.00000,      -2666540.75000,            -0.00000,    -346180704.00000,            -0.00000,    -348847232.00000,            32.00000,             0.00000
    1, 01/06/1995,      10609843.00000,             0.00000,             0.00000,     333278048.00000,     343887904.00000,      -1061339.12500,            -0.00000,    -342826464.00000,            -0.00000,    -343887808.00000,            96.00000,             0.00000
    1, 01/06/1995,      10239474.00000,             0.00000,             0.00000,     334558560.00000,     344798048.00000,       -950562.56250,            -0.00000,    -343847456.00000,            -0.00000,    -344798016.00000,            32.00000,             0.00000
    1, 01/06/1995,       9291168.00000,             0.00000,             0.00000,     337221824.00000,     346512992.00000,      -2603614.25000,            -0.00000,    -343909312.00000,            -0.00000,    -346512928.00000,            64.00000,             0.00000
    1, 01/06/1995,      10470336.00000,             0.00000,             0.00000,     335713952.00000,     346184288.00000,      -1270198.00000,            -0.00000,    -344914080.00000,            -0.00000,    -346184288.00000,             0.00000,             0.00000
    1, 01/06/1995,       9882166.00000,             0.00000,             0.00000,     334378208.00000,     344260384.00000,      -1298263.12500,            -0.00000,    -342962080.00000,            -0.00000,    -344260352.00000,            32.00000,             0.00000
    1, 01/06/1995,       9456859.00000,             0.00000,             0.00000,     336954272.00000,     346411136.00000,      -1988327.50000,            -0.00000,    -344422816.00000,            -0.00000,    -346411136.00000,             0.00000,             0.00000
    1, 01/06/1995,      10148427.00000,             0.00000,             0.00000,     334243680.00000,     344392096.00000,      -1290014.62500,            -0.00000,    -343101984.00000,            -0.00000,    -344392000.00000,            96.00000,             0.00000
    1, 01/06/1995,       9923547.00000,             0.00000,             0.00000,     336460032.00000,     346383584.00000,      -1431526.75000,            -0.00000,    -344952064.00000,            -0.00000,    -346383584.00000,             0.00000,             0.00000
    1, 01/06/1995,       9341686.00000,             0.00000,             0.00000,     336439936.00000,     345781632.00000,      -2446157.25000,            -0.00000,    -343335392.00000,            -0.00000,    -345781536.00000,            96.00000,             0.00000
    1, 01/06/1995,      10459516.00000,             0.00000,             0.00000,     334067648.00000,     344527168.00000,       -832647.50000,            -0.00000,    -343683264.00000,            -0.00000,    -344515904.00000,         11264.00000,             0.00000
    1, 01/06/1995,       9474918.00000,             0.00000,             0.00000,     334329088.00000,     343804000.00000,      -1278470.75000,            -0.00000,    -342528160.00000,            -0.00000,    -343806624.00000,         -2624.00000,            -0.00000
    1, 01/06/1995,       9037658.00000,             0.00000,             0.00000,     339611232.00000,     348648896.00000,      -2679159.25000,            -0.00000,    -345972192.00000,            -0.00000,    -348651360.00000,         -2464.00000,            -0.00000
    1, 01/06/1995,      10225017.00000,             0.00000,             0.00000,     332968160.00000,     343193184.00000,      -1020842.75000,            -0.00000,    -342174688.00000,            -0.00000,    -343195520.00000,         -2336.00000,            -0.00000
    1, 01/06/1995,       9722305.00000,             0.00000,             0.00000,     335103936.00000,     344826240.00000,       -954369.93750,            -0.00000,    -343874176.00000,            -0.00000,    -344828544.00000,         -2304.00000,            -0.00000
    1, 01/06/1995,       8881544.00000,             0.00000,             0.00000,     336814112.00000,     345695648.00000,      -2456513.50000,            -0.00000,    -343241408.00000,            -0.00000,    -345697920.00000,         -2272.00000,            -0.00000
    1, 01/06/1995,      10054376.00000,             0.00000,             0.00000,     335708512.00000,     345762880.00000,      -1266096.50000,            -0.00000,    -344487840.00000,            -0.00000,    -345753952.00000,          8928.00000,             0.00000
    1, 01/06/1995,       9588988.00000,             0.00000,             0.00000,     334598880.00000,     344187872.00000,      -1419747.87500,            -0.00000,    -342759488.00000,            -0.00000,    -344179232.00000,          8640.00000,             0.00000
    1, 01/06/1995,       9126803.00000,             0.00000,             0.00000,     336891424.00000,     346018240.00000,      -1961465.25000,            -0.00000,    -344048256.00000,            -0.00000,    -346009728.00000,          8512.00000,             0.00000
    1, 01/06/1995,       9679124.00000,             0.00000,             0.00000,     333519136.00000,     343198272.00000,      -1127323.37500,            -0.00000,    -342062816.00000,            -0.00000,    -343190144.00000,          8128.00000,             0.00000
    1, 01/06/1995,       9394076.00000,             0.00000,             0.00000,     336446464.00000,     345840544.00000,      -1447250.62500,            -0.00000,    -344385184.00000,            -0.00000,    -345832448.00000,          8096.00000,             0.00000
    1, 01/06/1995,       8919637.00000,             0.00000,             0.00000,     336385888.00000,     345305536.00000,      -2443769.25000,            -0.00000,    -342853888.00000,            -0.00000,    -345297664.00000,          7872.00000,             0.00000
    1, 01/06/1995,       9864762.00000,             0.00000,             0.00000,     335132864.00000,     344997632.00000,       -881412.62500,            -0.00000,    -344108416.00000,            -0.00000,    -344989824.00000,          7808.00000,             0.00000
    1, 01/06/1995,       9099110.00000,             0.00000,             0.00000,     334117312.00000,     343216416.00000,      -1161031.87500,            -0.00000,    -342047840.00000,            -0.00000,    -343208864.00000,          7552.00000,             0.00000
    1, 01/06/1995,       8725282.00000,             0.00000,             0.00000,     338556832.00000,     347282112.00000,      -2570870.75000,            -0.00000,    -344703744.00000,            -0.00000,    -347274624.00000,          7488.00000,             0.00000
    1, 01/06/1995,       9722213.00000,             0.00000,             0.00000,     333282784.00000,     343004992.00000,      -1083361.87500,            -0.00000,    -341914272.00000,            -0.00000,    -342997632.00000,          7360.00000,             0.00000
    1, 01/06/1995,       9442316.00000,             0.00000,             0.00000,     334919296.00000,     344361600.00000,       -953749.18750,            -0.00000,    -343400544.00000,            -0.00000,    -344354304.00000,          7296.00000,             0.00000
    1, 01/06/1995,       8479896.00000,             0.00000,             0.00000,     337262560.00000,     345742464.00000,      -2576476.75000,            -0.00000,    -343158880.00000,            -0.00000,    -345735360.00000,          7104.00000,             0.00000
    1, 01/06/1995,       9724004.00000,             0.00000,             0.00000,     335257920.00000,     344981920.00000,      -1261606.00000,            -0.00000,    -343713184.00000,            -0.00000,    -344974784.00000,          7136.00000,             0.00000
    1, 01/06/1995,       9169566.00000,             0.00000,             0.00000,     333847296.00000,     343016864.00000,      -1264302.75000,            -0.00000,    -341746272.00000,            -0.00000,    -343010560.00000,          6304.00000,             0.00000
    1, 01/06/1995,       8668517.00000,             0.00000,             0.00000,     337152192.00000,     345820704.00000,      -2078691.37500,            -0.00000,    -343735008.00000,            -0.00000,    -345813696.00000,          7008.00000,             0.00000
    1, 01/06/1995,       9336594.00000,             0.00000,             0.00000,     333309984.00000,     342646592.00000,      -1123623.75000,            -0.00000,    -341516192.00000,            -0.00000,    -342639808.00000,          6784.00000,             0.00000
    1, 01/06/1995,       8870077.00000,             0.00000,             0.00000,     337052832.00000,     345922912.00000,      -1477750.50000,            -0.00000,    -344438336.00000,            -0.00000,    -345916096.00000,          6816.00000,             0.00000
    1, 01/06/1995,       8592263.00000,             0.00000,             0.00000,     335916320.00000,     344508576.00000,      -2270051.75000,            -0.00000,    -342231840.00000,            -0.00000,    -344501888.00000,          6688.00000,             0.00000
